title,price,address,district,lat,lon,Общая площадь,Аренда части,Этаж,Высота потолков,Отделка,Мощность электросети,Планировка,Тип аренды,Арендные каникулы,Минимальный срок аренды,Платежи включены,Тип здания,Парковка,url,Класс здания,Количество парковочных мест,Вход,Отопление,Отдельный вход,Удалённость от дороги,Количество мест в коворкинге,Тип места,Работа в выходные,Режим работы с,Режим работы до,Удобства включены в стоимость,Ключевые удобства,Доступное оборудование,Еда и напитки,Услуги,Другое,Круглосуточный режим
"Офисное помещение, 1900 кв.м",2375000,"Иркутская обл., Иркутск, Рабочая ул., 2А",р-н Правобережный,52.288888,104.283822,1900 м²,nan,3,nan,офисная,nan,открытая,прямая,nan,nan,nan,бизнес-центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofisnoe_pomeschenie_1900_kv.m_2503104801?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Универсальное помещение, 198 кв.м",80000,"Иркутская обл., Иркутск, Куликовская ул., 3А",р-н Ленинский,52.360888,104.215407,198 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/universalnoe_pomeschenie_198_kv.m_7366499552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Здание, офис 400м² - 1200 м² Рабочего штаба",750,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 34",р-н Правобережный,52.30908175907893,104.29858948410032,1200 м²,возможна,1,nan,чистовая,nan,nan,прямая,есть,nan,nan,административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/zdanie_ofis_400m_-_1200_m_rabochego_shtaba_2492220051?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,nan,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Помещение свободного назначения, 47.4 м²",85320,"Иркутская обл., Иркутск, Гравийная ул., 22",р-н Ленинский,52.361196,104.20875,47.4 м²,nan,2,3.3 м,чистовая,nan,nan,прямая,есть,nan,"коммунальные, эксплуатационные",бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_47.4_m_1824543257?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Складское помещение, 798.5 кв.м",240000,"Иркутская обл., Иркутск, Ракитная ул., 14",р-н Свердловский,52.277947,104.204429,798.5 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/skladskoe_pomeschenie_798.5_kv.m_7302834287?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Складское помещение, 884 кв.м",442000,"Иркутская обл., Иркутск, Ракитная ул., 14",р-н Свердловский,52.277947,104.204429,884 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/skladskoe_pomeschenie_884_kv.m_7302528060?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Универсальное помещение, 621 кв.м",310500,"Иркутская обл., Иркутск, ул. Сергеева, 3/7П",р-н Свердловский,52.264946,104.229079,621 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,торговый центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/universalnoe_pomeschenie_621_kv.m_2823020546?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Отдельностоящее здание, 180 кв.м",225000,"Иркутская обл., Иркутск, ул. Горького, 42",р-н Правобережный,52.285429,104.288476,180 м²,nan,2,nan,офисная,nan,nan,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/otdelnostoyaschee_zdanie_180_kv.m_7406630264?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад, Производство 1370 м² +Пристрой 400 м²",400,"Иркутская обл., Иркутск, ул. Новаторов, 3А",р-н Ленинский,52.35183890047316,104.20788362139126,1370 м²,nan,1,12 м,чистовая,nan,nan,прямая,есть,11 мес.,nan,административное здание,"в здании, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_proizvodstvo_1370_m_pristroy_400_m_3533198109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,100,с улицы,нет,есть,вторая линия и дальше,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Аренда здания 3 этажа 135 м2,95000,"Иркутская обл., Иркутск, Восточный пер., 8/2",р-н Ленинский,52.332875,104.212209,135 м²,nan,nan,nan,офисная,15 кВт,nan,прямая,nan,11 мес.,nan,административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/arenda_zdaniya_3_etazha_135_m2_7448979905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,с улицы,центральное,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад, 2200 м²",300,"Иркутская обл., Иркутск, Горка, 8/6",р-н Ленинский,52.36651540611833,104.15807600265504,2200 м²,возможна,1,6 м,без отделки,nan,nan,прямая,есть,11 мес.,nan,административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_2200_m_7237385276?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,со двора,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Аренда производство-склад,560000,"Иркутская обл., Иркутск, Майская ул., 22",р-н Свердловский,52.238554,104.286266,700 м²,nan,1,10 м,чистовая,50 кВт,nan,прямая,nan,nan,nan,административное здание,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/arenda_proizvodstvo-sklad_4492540104?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLamRhQ3plTWFGRlI0UTFwIjt9OLKhWj8AAAA,nan,nan,со двора,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офис, 25м² - 300м² в Иркутске 2 ул. Новаторов",850,"Иркутская обл., Иркутск, мкр-н Иркутск-2",р-н Ленинский,52.35170146488653,104.20968090080258,120 м²,nan,1,nan,офисная,nan,кабинетная,прямая,есть,11 мес.,коммунальные,административное здание,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_25m_-_300m_v_irkutske_2_ul._novatorov_3995931261?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Помещение под склад, торговлю, 600 м² Трактовая",835,"Иркутская обл., Иркутск, Трактовая ул., 2А",р-н Ленинский,52.30546118026836,104.24029610848996,600 м²,nan,1,4 м,чистовая,nan,nan,прямая,nan,12 мес.,коммунальные,административное здание,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_pod_sklad_torgovlyu_600_m_traktovaya_7355923944?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,автономное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 23.11 м²",50842,"Иркутская обл., Иркутск, ул. Чехова, 19",р-н Правобережный,52.284349,104.295006,23.11 м²,nan,1,nan,чистовая,nan,nan,прямая,nan,11 мес.,"коммунальные, эксплуатационные",торговый центр,"на улице, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_23.11_m_4609376165?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Помещение свободного назначения, 30.6 м²",30844,"Иркутская обл., Иркутск, Гравийная ул., 22",р-н Ленинский,52.361196,104.208741,30.6 м²,nan,цокольный,2.5 м,чистовая,nan,nan,прямая,есть,nan,"коммунальные, эксплуатационные",бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_30.6_m_1888678922?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Отдельностоящее здание, 1500 кв.м",2100,"Иркутская обл., Иркутск, Байкальская ул., 251В",р-н Октябрьский,52.254589,104.342617,1500 м²,nan,1,nan,без отделки,nan,nan,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/otdelnostoyaschee_zdanie_1500_kv.m_4007478910?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Офисное помещение, 196 кв.м",400,"Иркутская обл., Иркутск, территория Военный городок, 7/1",р-н Ленинский,52.310659,104.236364,196 м²,nan,3,nan,офисная,nan,кабинетная,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofisnoe_pomeschenie_196_kv.m_7310361433?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 68 м²",1250,"Иркутская обл., Иркутск, Ангарская ул., 28",р-н Правобережный,52.30404,104.293596,68 м²,nan,1,2.7 м,чистовая,nan,nan,прямая,nan,11 мес.,nan,торговый центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_68_m_4128884262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,50,с улицы,центральное,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Универсальное помещение, 150 кв.м",90000,"Иркутская обл., Иркутск, ул. Розы Люксембург, 186",р-н Ленинский,52.357198,104.158858,150 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,торговый центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/universalnoe_pomeschenie_150_kv.m_4583149866?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговые площади, 489.2 кв.м",587040,"Иркутская обл., Иркутск, ул. Урицкого, 3",р-н Правобережный,52.285021,104.290164,489.2 м²,nan,2,nan,офисная,nan,nan,прямая,nan,nan,nan,торговый центр,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovye_ploschadi_489.2_kv.m_4102750560?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Офис 441 кв м Советская 42,837900,"Иркутская обл., Иркутск, Советская ул., 42",р-н Октябрьский,52.274773,104.30213,441 м²,nan,4,nan,без отделки,nan,кабинетная,прямая,nan,nan,nan,бизнес-центр,нет,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/ofis_441_kv_m_sovetskaya_42_4490693195?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Складское помещение, 1300 кв.м",150,"Иркутская обл., Иркутский муниципальный округ, пос. Первомайский, мкр-н Рассвет, Озёрная ул., 17А",,52.262461,104.485189,1300 м²,nan,2,nan,чистовая,nan,nan,прямая,nan,nan,nan,другой,nan,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/skladskoe_pomeschenie_1300_kv.m_7438612928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Складское помещение, 1423 кв.м",700000,"Иркутская обл., Иркутск, Ракитная ул., 14",р-н Свердловский,52.277947,104.204429,1423 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/skladskoe_pomeschenie_1423_kv.m_7302618539?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 950 м²",800000,"Иркутская обл., Иркутск, ул. Поленова, 1/1",р-н Правобережный,52.28377,104.316746,950 м²,nan,4,3 м,без отделки,nan,nan,прямая,nan,11 мес.,коммунальные,бизнес-центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_950_m_4249480703?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,центральное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Склад или производство, 200 м² ул. Горка",500,"Иркутская обл., Иркутск, Горка, 8/15А",р-н Ленинский,52.369203,104.156441,200 м²,nan,2,3 м,nan,nan,nan,прямая,есть,11 мес.,nan,другой,nan,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/sklad_ili_proizvodstvo_200_m_ul._gorka_3451741769?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,со двора,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговый павильон, 130 м²",100000,"Иркутская обл., Иркутск, мкр-н Зелёный, 28к1",р-н Правобережный,52.33079470286001,104.366380506613,130 м²,возможна,1,nan,без отделки,nan,nan,прямая,nan,11 мес.,nan,другой,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovyy_pavilon_130_m_3576179907?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Свободного назначения, 200.1 м²",500250,"Иркутская обл., Иркутск, ул. Красного Восстания, 24",р-н Октябрьский,52.275087,104.285547,200.1 м²,nan,1,nan,офисная,nan,nan,прямая,nan,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_200.1_m_7400143891?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,есть,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Универсальное помещение, 139.5 кв.м",209250,"Иркутская обл., Иркутск, ул. Ленина, 19",р-н Правобережный,52.27852,104.284289,139.5 м²,nan,2,nan,офисная,nan,nan,прямая,nan,nan,nan,жилой дом,на улице,https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/universalnoe_pomeschenie_139.5_kv.m_7366452468?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Торговая площадь, 200 м² в ТЦ Флагман",200000,"Иркутская обл., Иркутск, Братская ул., 2/1",р-н Правобережный,52.290447,104.356667,200 м²,nan,2,3.5 м,чистовая,nan,nan,прямая,nan,12 мес.,nan,торговый центр,"на улице, бесплатная",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_200_m_v_tts_flagman_7323270267?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,50,с улицы,автономное,nan,первая линия,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Первый этаж, большая входная группа, 65м2",109999,"Иркутская обл., Иркутск, Кооперативный пер., 4",р-н Правобережный,52.28793586584284,104.28394840215988,65 м²,nan,1,3.2 м,чистовая,nan,nan,прямая,есть,nan,эксплуатационные,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",https://www.avito.ru/irkutsk/kommercheskaya_nedvizhimost/pervyy_etazh_bolshaya_vhodnaya_gruppa_65m2_7321195478?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1UHNSM0dNTUNCSmZEZEVHIjt9Hr61Ij8AAAA,nan,nan,с улицы,nan,есть,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
